OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
73565   TC   C   0.00    0.83    0.83   0.01   XXX   48.52   X-Ray Exam Of Knees
73565   26   C   0.16    0.08    0.08   0.01   XXX   48.52   X-Ray Exam Of Knees
73580        C   0.54    3.24    3.24   0.06   XXX   48.52   Contrast X-Ray Of Knee Joint
73580   TC   C   0.00    3.01    3.01   0.01   XXX   48.52   Contrast X-Ray Of Knee Joint
73580   26   C   0.54    0.23    0.23   0.05   XXX   48.52   Contrast X-Ray Of Knee Joint
73590        C   0.16    0.68    0.68   0.02   XXX   48.52   X-Ray Exam Of Lower Leg
73590   TC   C   0.00    0.62    0.62   0.01   XXX   48.52   X-Ray Exam Of Lower Leg
73590   26   C   0.16    0.06    0.06   0.01   XXX   48.52   X-Ray Exam Of Lower Leg
73592        D   0.16    0.67    0.67   0.02   XXX   48.52   X-Ray Exam Of Leg Infant
73592   TC   D   0.00    0.61    0.61   0.01   XXX   48.52   X-Ray Exam Of Leg Infant
73592   26   D   0.16    0.06    0.06   0.01   XXX   48.52   X-Ray Exam Of Leg Infant
73600        C   0.16    0.71    0.71   0.02   XXX   48.52   X-Ray Exam Of Ankle
73600   TC   C   0.00    0.64    0.64   0.01   XXX   48.52   X-Ray Exam Of Ankle
73600   26   C   0.16    0.07    0.07   0.01   XXX   48.52   X-Ray Exam Of Ankle
73610        C   0.17    0.79    0.79   0.02   XXX   48.52   X-Ray Exam Of Ankle
73610   TC   C   0.00    0.72    0.72   0.01   XXX   48.52   X-Ray Exam Of Ankle
73610   26   C   0.17    0.07    0.07   0.01   XXX   48.52   X-Ray Exam Of Ankle
73615        C   0.54    3.01    3.01   0.06   XXX   48.52   Contrast X-Ray Of Ankle
73615   TC   C   0.00    2.77    2.77   0.01   XXX   48.52   Contrast X-Ray Of Ankle
73615   26   C   0.54    0.24    0.24   0.05   XXX   48.52   Contrast X-Ray Of Ankle
73620        C   0.16    0.60    0.60   0.02   XXX   48.52   X-Ray Exam Of Foot
73620   TC   C   0.00    0.55    0.55   0.01   XXX   48.52   X-Ray Exam Of Foot
73620   26   C   0.16    0.05    0.05   0.01   XXX   48.52   X-Ray Exam Of Foot
73630        C   0.17    0.73    0.73   0.02   XXX   48.52   X-Ray Exam Of Foot
73630   TC   C   0.00    0.67    0.67   0.01   XXX   48.52   X-Ray Exam Of Foot
73630   26   C   0.17    0.06    0.06   0.01   XXX   48.52   X-Ray Exam Of Foot
73650        C   0.16    0.61    0.61   0.02   XXX   48.52   X-Ray Exam Of Heel
73650   TC   C   0.00    0.55    0.55   0.01   XXX   48.52   X-Ray Exam Of Heel
73650   26   C   0.16    0.06    0.06   0.01   XXX   48.52   X-Ray Exam Of Heel
73660        C   0.13    0.64    0.64   0.02   XXX   48.52   X-Ray Exam Of Toe(S)
73660   TC   C   0.00    0.59    0.59   0.01   XXX   48.52   X-Ray Exam Of Toe(S)
73660   26   C   0.13    0.05    0.05   0.01   XXX   48.52   X-Ray Exam Of Toe(S)
73700        C   1.00    3.30    3.30   0.06   XXX   48.52   Ct Lower Extremity W/O Dye
73700   TC   C   0.00    2.93    2.93   0.01   XXX   48.52   Ct Lower Extremity W/O Dye
73700   26   C   1.00    0.37    0.37   0.05   XXX   48.52   Ct Lower Extremity W/O Dye
73701        C   1.16    4.23    4.23   0.06   XXX   48.52   Ct Lower Extremity W/Dye
73701   TC   C   0.00    3.80    3.80   0.01   XXX   48.52   Ct Lower Extremity W/Dye
73701   26   C   1.16    0.43    0.43   0.05   XXX   48.52   Ct Lower Extremity W/Dye
73702        C   1.22    5.27    5.27   0.07   XXX   48.52   Ct Lwr Extremity W/O&W/Dye
73702   TC   C   0.00    4.83    4.83   0.01   XXX   48.52   Ct Lwr Extremity W/O&W/Dye
73702   26   C   1.22    0.44    0.44   0.06   XXX   48.52   Ct Lwr Extremity W/O&W/Dye
73706        C   1.90    7.98    7.98   0.12   XXX   48.52   Ct Angio Lwr Extr W/O&W/Dye
73706   TC   C   0.00    7.31    7.31   0.03   XXX   48.52   Ct Angio Lwr Extr W/O&W/Dye
73706   26   C   1.90    0.67    0.67   0.09   XXX   48.52   Ct Angio Lwr Extr W/O&W/Dye
73718        C   1.35    5.82    5.82   0.08   XXX   48.52   MRI Lower Extremity W/O Dye
73718   TC   C   0.00    5.32    5.32   0.02   XXX   48.52   MRI Lower Extremity W/O Dye
73718   26   C   1.35    0.50    0.50   0.06   XXX   48.52   MRI Lower Extremity W/O Dye
73719        C   1.62    6.85    6.85   0.11   XXX   48.52   MRI Lower Extremity W/Dye
73719   TC   C   0.00    6.25    6.25   0.02   XXX   48.52   MRI Lower Extremity W/Dye
73719   26   C   1.62    0.60    0.60   0.09   XXX   48.52   MRI Lower Extremity W/Dye
73720        C   2.15    8.72    8.72   0.11   XXX   48.52   MRI Lwr Extremity W/O&W/Dye
73720   TC   C   0.00    7.93    7.93   0.02   XXX   48.52   MRI Lwr Extremity W/O&W/Dye
73720   26   C   2.15    0.79    0.79   0.09   XXX   48.52   MRI Lwr Extremity W/O&W/Dye
73721        C   1.35    5.01    5.01   0.08   XXX   48.52   MRI Jnt Of Lwr Extre W/O Dye
73721   TC   C   0.00    4.50    4.50   0.02   XXX   48.52   MRI Jnt Of Lwr Extre W/O Dye
73721   26   C   1.35    0.51    0.51   0.06   XXX   48.52   MRI Jnt Of Lwr Extre W/O Dye
73722        C   1.62    8.58    8.58   0.11   XXX   48.52   MRI Joint Of Lwr Extr W/Dye
73722   TC   C   0.00    7.97    7.97   0.02   XXX   48.52   MRI Joint Of Lwr Extr W/Dye
73722   26   C   1.62    0.61    0.61   0.09   XXX   48.52   MRI Joint Of Lwr Extr W/Dye
73723        C   2.15   10.44   10.44   0.11   XXX   48.52   MRI Joint Lwr Extr W/O&W/Dye
73723   TC   C   0.00    9.64    9.64   0.02   XXX   48.52   MRI Joint Lwr Extr W/O&W/Dye
73723   26   C   2.15    0.80    0.80   0.09   XXX   48.52   MRI Joint Lwr Extr W/O&W/Dye
73725        C   1.82    8.94    8.94   0.12   XXX   48.52   MRI Ang Lwr Ext W Or W/O Dye
73725   TC   C   0.00    8.30    8.30   0.03   XXX   48.52   MRI Ang Lwr Ext W Or W/O Dye
73725   26   C   1.82    0.64    0.64   0.09   XXX   48.52   MRI Ang Lwr Ext W Or W/O Dye
74018        C   0.18    0.62    0.62   0.02   XXX   48.52   X-Ray Exam Abdomen 1 View
74018   TC   C   0.00    0.55    0.55   0.01   XXX   48.52   X-Ray Exam Abdomen 1 View
74018   26   C   0.18    0.07    0.07   0.01   XXX   48.52   X-Ray Exam Abdomen 1 View
74019        C   0.23    0.76    0.76   0.02   XXX   48.52   X-Ray Exam Abdomen 2 Views
74019   TC   C   0.00    0.67    0.67   0.01   XXX   48.52   X-Ray Exam Abdomen 2 Views
74019   26   C   0.23    0.09    0.09   0.01   XXX   48.52   X-Ray Exam Abdomen 2 Views
74021        C   0.27    0.88    0.88   0.02   XXX   48.52   X-Ray Exam Abdomen 3+ Views
74021   TC   C   0.00    0.78    0.78   0.01   XXX   48.52   X-Ray Exam Abdomen 3+ Views
74021   26   C   0.27    0.10    0.10   0.01   XXX   48.52   X-Ray Exam Abdomen 3+ Views
74022        C   0.32    1.02    1.02   0.02   XXX   48.52   X-Ray Exam Series Abdomen
74022   TC   C   0.00    0.90    0.90   0.01   XXX   48.52   X-Ray Exam Series Abdomen
74022   26   C   0.32    0.12    0.12   0.01   XXX   48.52   X-Ray Exam Series Abdomen
74150        C   1.19    2.94    2.94   0.07   XXX   48.52   Ct Abdomen W/O Dye
74150   TC   C   0.00    2.50    2.50   0.01   XXX   48.52   Ct Abdomen W/O Dye
74150   26   C   1.19    0.44    0.44   0.06   XXX   48.52   Ct Abdomen W/O Dye
74160        C   1.27    5.62    5.62   0.07   XXX   48.52   Ct Abdomen W/Dye
74160   TC   C   0.00    5.14    5.14   0.01   XXX   48.52   Ct Abdomen W/Dye
74160   26   C   1.27    0.48    0.48   0.06   XXX   48.52   Ct Abdomen W/Dye
74170        C   1.40    6.35    6.35   0.10   XXX   48.52   Ct Abdomen W/O & W/Dye
74170   TC   C   0.00    5.84    5.84   0.02   XXX   48.52   Ct Abdomen W/O & W/Dye
74170   26   C   1.40    0.51    0.51   0.08   XXX   48.52   Ct Abdomen W/O & W/Dye
74174        C   2.20    9.06    9.06   0.14   XXX   48.52   Ct Angio Abd&Pelv W/O&W/Dye
74174   TC   C   0.00    8.27    8.27   0.03   XXX   48.52   Ct Angio Abd&Pelv W/O&W/Dye
74174   26   C   2.20    0.79    0.79   0.11   XXX   48.52   Ct Angio Abd&Pelv W/O&W/Dye
74175        C   1.82    7.17    7.17   0.11   XXX   48.52   Ct Angio Abdom W/O & W/Dye
74175   TC   C   0.00    6.51    6.51   0.02   XXX   48.52   Ct Angio Abdom W/O & W/Dye
74175   26   C   1.82    0.66    0.66   0.09   XXX   48.52   Ct Angio Abdom W/O & W/Dye
74176        C   1.74    3.79    3.79   0.10   XXX   48.52   Ct Abd & Pelvis W/O Contrast
74176   TC   C   0.00    3.15    3.15   0.01   XXX   48.52   Ct Abd & Pelvis W/O Contrast
74176   26   C   1.74    0.64    0.64   0.09   XXX   48.52   Ct Abd & Pelvis W/O Contrast
74177        C   1.82    7.28    7.28   0.11   XXX   48.52   Ct Abd & Pelv W/Contrast
74177   TC   C   0.00    6.60    6.60   0.02   XXX   48.52   Ct Abd & Pelv W/Contrast
74177   26   C   1.82    0.68    0.68   0.09   XXX   48.52   Ct Abd & Pelv W/Contrast
74178        C   2.01    8.23    8.23   0.11   XXX   48.52   Ct Abd & Pelv 1/> Regns
74178   TC   C   0.00    7.49    7.49   0.02   XXX   48.52   Ct Abd & Pelv 1/> Regns
74178   26   C   2.01    0.74    0.74   0.09   XXX   48.52   Ct Abd & Pelv 1/> Regns
74181        C   1.46    4.79    4.79   0.09   XXX   48.52   MRI Abdomen W/O Dye
74181   TC   C   0.00    4.25    4.25   0.01   XXX   48.52   MRI Abdomen W/O Dye
74181   26   C   1.46    0.54    0.54   0.08   XXX   48.52   MRI Abdomen W/O Dye
74182        C   1.73    8.06    8.06   0.11   XXX   48.52   MRI Abdomen W/Dye
74182   TC   C   0.00    7.42    7.42   0.02   XXX   48.52   MRI Abdomen W/Dye
74182   26   C   1.73    0.64    0.64   0.09   XXX   48.52   MRI Abdomen W/Dye
74183        C   2.20    8.70    8.70   0.11   XXX   48.52   MRI Abdomen W/O & W/Dye
74183   TC   C   0.00    7.89    7.89   0.02   XXX   48.52   MRI Abdomen W/O & W/Dye
74183   26   C   2.20    0.81    0.81   0.09   XXX   48.52   MRI Abdomen W/O & W/Dye
74185        C   1.80    8.99    8.99   0.12   XXX   48.52   MRI Angio Abdom W Orw/O Dye
74185   TC   C   0.00    8.35    8.35   0.03   XXX   48.52   MRI Angio Abdom W Orw/O Dye
74185   26   C   1.80    0.64    0.64   0.09   XXX   48.52   MRI Angio Abdom W Orw/O Dye
74190        C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Peritoneum
74190   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Peritoneum
74190   26   C   0.48    0.15    0.15   0.03   XXX   48.52   X-Ray Exam Of Peritoneum
74210        C   0.59    2.03    2.03   0.04   XXX   48.52   Contrst X-Ray Exam Of Throat
74210   TC   C   0.00    1.81    1.81   0.01   XXX   48.52   Contrst X-Ray Exam Of Throat
74210   26   C   0.59    0.22    0.22   0.03   XXX   48.52   Contrst X-Ray Exam Of Throat
74220        C   0.60    2.07    2.07   0.04   XXX   48.52   Contrast X-Ray Esophagus
74220   TC   C   0.00    1.85    1.85   0.01   XXX   48.52   Contrast X-Ray Esophagus
74220   26   C   0.60    0.22    0.22   0.03   XXX   48.52   Contrast X-Ray Esophagus
74221        C   0.70    2.32    2.32   0.04   XXX   48.52   X-Ray Xm Esophagus 2Cntrst
74221   TC   C   0.00    2.06    2.06   0.01   XXX   48.52   X-Ray Xm Esophagus 2Cntrst
74221   26   C   0.70    0.26    0.26   0.03   XXX   48.52   X-Ray Xm Esophagus 2Cntrst
74230        C   0.53    3.08    3.08   0.03   XXX   48.52   Cine/Vid X-Ray Throat/Esoph
74230   TC   C   0.00    2.88    2.88   0.01   XXX   48.52   Cine/Vid X-Ray Throat/Esoph
74230   26   C   0.53    0.20    0.20   0.02   XXX   48.52   Cine/Vid X-Ray Throat/Esoph
74235        C   0.00    0.00    0.00   0.00   XXX    0.00   Remove Esophagus Obstruction
74235   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   Remove Esophagus Obstruction
74235   26   C   1.19    0.44    0.44   0.06   XXX   48.52   Remove Esophagus Obstruction
74240        C   0.80    2.53    2.53   0.06   XXX   48.52   X-Ray Upper Gi Delay W/O Kub
74240   TC   C   0.00    2.23    2.23   0.01   XXX   48.52   X-Ray Upper Gi Delay W/O Kub
74240   26   C   0.80    0.30    0.30   0.05   XXX   48.52   X-Ray Upper Gi Delay W/O Kub
74241        C   0.69    2.85    2.85   0.05   XXX   48.52   12/31/2019   X-Ray Upper Gi Delay W/Kub
74241   TC   C   0.00    2.60    2.60   0.01   XXX   48.52   12/31/2019   X-Rayupper Gi Delay W/Kub
74241   26   C   0.69    0.25    0.25   0.04   XXX   48.52   12/31/2019   X-Rayupper Gi Delay W/Kub
74245        C   0.91    4.27    4.27   0.06   XXX   48.52   12/31/2019   X-Ray Upper Gi&Small Intest
74245   TC   C   0.00    3.94    3.94   0.01   XXX   48.52   12/31/2019   X-Ray Upper Gi&Small Intest
74245   26   C   0.91    0.33    0.33   0.05   XXX   48.52   12/31/2019   X-Ray Upper Gi&Small Intest
74246        C   0.90    2.94    2.94   0.06   XXX   48.52                Contrst X-Ray Uppr Gi Tract
74246   TC   C   0.00    2.61    2.61   0.01   XXX   48.52                Contrst X-Ray Uppr Gi Tract
74246   26   C   0.90    0.33    0.33   0.05   XXX   48.52                Contrst X-Ray Uppr Gi Tract
74247        C   0.69    3.58    3.58   0.05   XXX   48.52   12/31/2019   Contrst X-Ray Uppr Gi Tract
74247   TC   C   0.00    3.33    3.33   0.01   XXX   48.52   12/31/2019   Contrst X-Ray Uppr Gi Tract
74247   26   C   0.69    0.25    0.25   0.04   XXX   48.52   12/31/2019   Contrst X-Ray Uppr Gi Tract
74248        C   0.70    1.59    1.59   0.03   XXX   48.52                X-Ray Sm Int F-Thru Std
74248   TC   C   0.00    1.33    1.33   0.00   XXX   48.52                X-Ray Sm Int F-Thru Std
74248   26   C   0.70    0.26    0.26   0.03   XXX   48.52                X-Ray Sm Int F-Thru Std
74249        C   0.91    4.65    4.65   0.06   XXX   48.52   12/31/2019   Contrst X-Ray Uppr Gi Tract
74249   TC   C   0.00    4.32    4.32   0.01   XXX   48.52   12/31/2019   Contrst X-Ray Uppr Gi Tract
74249   26   C   0.91    0.33    0.33   0.05   XXX   48.52   12/31/2019   Contrst X-Ray Uppr Gi Tract
74250        C   0.81    2.54    2.54   0.06   XXX   48.52                X-Ray Exam Of Small Bowel
74250   TC   C   0.00    2.24    2.24   0.01   XXX   48.52                X-Ray Exam Of Small Bowel
74250   26   C   0.81    0.30    0.30   0.05   XXX   48.52                X-Ray Exam Of Small Bowel
74251        C   1.17   10.07   10.07   0.07   XXX   48.52                X-Ray Exam Of Small Bowel
74251   TC   C   0.00    9.64    9.64   0.01   XXX   48.52                X-Ray Exam Of Small Bowel
74251   26   C   1.17    0.43    0.43   0.06   XXX   48.52                X-Ray Exam Of Small Bowel
74260        C   0.50    9.38    9.38   0.04   XXX   48.52   12/31/2019   X-Ray Exam Of Small Bowel
74260   TC   C   0.00    9.19    9.19   0.01   XXX   48.52   12/31/2019   X-Ray Exam Of Small Bowel
74260   26   C   0.50    0.19    0.19   0.03   XXX   48.52   12/31/2019   X-Ray Exam Of Small Bowel
74261        C   2.40   10.91   10.91   0.13   XXX   48.52                Ct Colonography Dx
74261   TC   C   0.00   10.02   10.02   0.02   XXX   48.52                Ct Colonography Dx
74261   26   C   2.40    0.89    0.89   0.11   XXX   48.52                Ct Colonography Dx
74262        C   2.50   12.48   12.48   0.13   XXX   48.52                Ct Colonography Dx W/Dye
74262   TC   C   0.00   11.55   11.55   0.02   XXX   48.52                Ct Colonography Dx W/Dye
74262   26   C   2.50    0.93    0.93   0.11   XXX   48.52                Ct Colonography Dx W/Dye
74263        C   2.28   18.76   18.76   0.11   XXX   48.52                Ct Colonography Screening
74263   TC   C   0.00   17.88   17.88   0.02   XXX   48.52                Ct Colonography Screening
74263   26   C   2.28    0.88    0.88   0.09   XXX   48.52                Ct Colonography Screening
74270        C   1.04    3.24    3.24   0.06   XXX   48.52                Contrast X-Ray Exam Of Colon
74270   TC   C   0.00    2.86    2.86   0.01   XXX   48.52                Contrast X-Ray Exam Of Colon
74270   26   C   1.04    0.38    0.38   0.05   XXX   48.52                Contrast X-Ray Exam Of Colon
74280        C   1.26    4.91    4.91   0.07   XXX   48.52                Contrast X-Ray Exam Of Colon
74280   TC   C   0.00    4.45    4.45   0.01   XXX   48.52                Contrast X-Ray Exam Of Colon
74280   26   C   1.26    0.46    0.46   0.06   XXX   48.52                Contrast X-Ray Exam Of Colon
74283        C   2.02    4.88    4.88   0.10   XXX   48.52                Contrast X-Ray Exam Of Colon
74283   TC   C   0.00    4.05    4.05   0.01   XXX   48.52                Contrast X-Ray Exam Of Colon
74283   26   C   2.02    0.83    0.83   0.09   XXX   48.52                Contrast X-Ray Exam Of Colon
74290        C   0.32    1.97    1.97   0.02   XXX   48.52                Contrast X-Ray Gallbladder
74290   TC   C   0.00    1.85    1.85   0.01   XXX   48.52                Contrast X-Ray Gallbladder
74290   26   C   0.32    0.12    0.12   0.01   XXX   48.52                Contrast X-Ray Gallbladder
74300        C   0.00    0.00    0.00   0.00   XXX    0.00                X-Ray Bile Ducts/Pancreas
74300   TC   C   0.00    0.00    0.00   0.00   XXX    0.00                X-Ray Bile Ducts/Pancreas
74300   26   C   0.36    0.13    0.13   0.02   XXX   48.52                X-Ray Bile Ducts/Pancreas
74301        C   0.00    0.00    0.00   0.00   ZZZ    0.00                X-Rays At Surgery Add-On
74301   TC   C   0.00    0.00    0.00   0.00   ZZZ    0.00                X-Rays At Surgery Add-On
74301   26   C   0.21    0.08    0.08   0.01   ZZZ   48.52                X-Rays At Surgery Add-On
74328        C   0.00    0.00    0.00   0.00   XXX    0.00                X-Ray Bile Duct Endoscopy
74328   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Bile Duct Endoscopy
74328   26   C   0.70    0.28    0.28   0.03   XXX   48.52                X-Ray Bile Duct Endoscopy
74329        C   0.00    0.00    0.00   0.00   000    0.00                X-Ray For Pancreas Endoscopy
74329   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray For Pancreas Endoscopy
74329   26   C   0.70    0.28    0.28   0.03   XXX   48.52                X-Ray For Pancreas Endoscopy
74330        C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Bile/Panc Endoscopy
74330   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Bile/Panc Endoscopy
74330   26   C   0.90    0.35    0.35   0.05   XXX   48.52                X-Ray Bile/Panc Endoscopy
74340        C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Guide For Gi Tube
74340   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Guide For Gi Tube
74340   26   C   0.54    0.20    0.20   0.03   XXX   48.52                X-Ray Guide For Gi Tube
74355        C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Guide Intestinal Tube
74355   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Guide Intestinal Tube
74355   26   C   0.76    0.28    0.28   0.05   XXX   48.52                X-Ray Guide Intestinal Tube
74360        C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Guide Gi Dilation
74360   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Guide Gi Dilation
74360   26   C   0.54    0.21    0.21   0.05   XXX   48.52                X-Ray Guide Gi Dilation
74363        C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Bile Duct Dilation
74363   TC   C   0.00    0.00    0.00   0.00   000    0.00                X-Ray Bile Duct Dilation
74363   26   C   0.88    0.31    0.31   0.05   XXX   48.52                X-Ray Bile Duct Dilation
74400        C   0.49    3.08    3.08   0.03   XXX   48.52                Contrst X-Ray Urinary Tract
74400   TC   C   0.00    2.90    2.90   0.01   XXX   48.52                Contrst X-Ray Urinary Tract
74400   26   C   0.49    0.18    0.18   0.02   XXX   48.52                Contrst X-Ray Urinary Tract
74410        C   0.49    3.14    3.14   0.03   XXX   48.52                Contrst X-Ray Urinary Tract
74410   TC   C   0.00    2.97    2.97   0.01   XXX   48.52                Contrst X-Ray Urinary Tract
74410   26   C   0.49    0.17    0.17   0.02   XXX   48.52                Contrst X-Ray Urinary Tract
74415        C   0.49    3.76    3.76   0.03   XXX   48.52                Contrst X-Ray Urinary Tract
74415   TC   C   0.00    3.58    3.58   0.01   XXX   48.52                Contrst X-Ray Urinary Tract
74415   26   C   0.49    0.18    0.18   0.02   XXX   48.52                Contrst X-Ray Urinary Tract
74420        C   0.52    1.53    1.53   0.03   XXX   48.52                Contrst X-Ray Urinary Tract
74420   TC   C   0.00    1.35    1.35   0.01   XXX   48.52                Contrst X-Ray Urinary Tract
74420   26   C   0.52    0.18    0.18   0.02   XXX   48.52                Contrst X-Ray Urinary Tract
74425        C   0.51    3.12    3.12   0.03   XXX    0.00                Contrst X-Ray Urinary Tract
74425   TC   C   0.00    2.94    2.94   0.01   XXX    0.00                Contrst X-Ray Urinary Tract
74425   26   C   0.51    0.18    0.18   0.02   XXX   48.52                Contrst X-Ray Urinary Tract
74430        C   0.32    0.79    0.79   0.02   XXX   48.52                Contrast X-Ray Bladder
74430   TC   C   0.00    0.67    0.67   0.01   XXX   48.52                Contrast X-Ray Bladder
74430   26   C   0.32    0.12    0.12   0.01   XXX   48.52                Contrast X-Ray Bladder
74440        C   0.38    2.19    2.19   0.02   XXX   48.52                X-Ray Male Genital Tract
74440   TC   C   0.00    2.06    2.06   0.01   XXX   48.52   X-Ray Male Genital Tract
74440   26   C   0.38    0.13    0.13   0.01   XXX   48.52   X-Ray Male Genital Tract
74445        C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Penis
74445   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Penis
74445   26   C   1.14    0.39    0.39   0.03   XXX   48.52   X-Ray Exam Of Penis
74450        C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Urethra/Bladder
74450   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Urethra/Bladder
74450   26   C   0.33    0.12    0.12   0.01   XXX   48.52   X-Ray Urethra/Bladder
74455        C   0.33    2.39    2.39   0.02   XXX   48.52   X-Ray Urethra/Bladder
74455   TC   C   0.00    2.27    2.27   0.01   XXX   48.52   X-Ray Urethra/Bladder
74455   26   C   0.33    0.12    0.12   0.01   XXX   48.52   X-Ray Urethra/Bladder
74470        C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Kidney Lesion
74470   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Kidney Lesion
74470   26   C   0.54    0.18    0.18   0.03   XXX   48.52   X-Ray Exam Of Kidney Lesion
74485        C   0.83    2.32    2.32   0.04   XXX   48.52   X-Ray Guide Gu Dilation
74485   TC   C   0.00    2.04    2.04   0.01   XXX   48.52   X-Ray Guide Gu Dilation
74485   26   C   0.83    0.28    0.28   0.03   XXX   48.52   X-Ray Guide Gu Dilation
74710        C   0.34    0.75    0.75   0.03   XXX   48.52   X-Ray Measurement Of Pelvis
74710   TC   C   0.00    0.62    0.62   0.01   XXX   48.52   X-Ray Measurement Of Pelvis
74710   26   C   0.34    0.13    0.13   0.02   XXX   48.52   X-Ray Measurement Of Pelvis
74712        C   3.00   10.17   10.17   0.15   XXX   48.52   MRI Fetal Sngl/1St Gestation
74712   TC   C   0.00    9.06    9.06   0.02   XXX   48.52   MRI Fetal Sngl/1St Gestation
74712   26   C   3.00    1.11    1.11   0.13   XXX   48.52   MRI Fetal Sngl/1St Gestation
74713        C   1.85    4.51    4.51   0.10   ZZZ   48.52   MRI Fetal Ea Addl Gestation
74713   TC   C   0.00    3.82    3.82   0.01   ZZZ   48.52   MRI Fetal Ea Addl Gestation
74713   26   C   1.85    0.69    0.69   0.09   ZZZ   48.52   MRI Fetal Ea Addl Gestation
74740        C   0.38    2.13    2.13   0.03   XXX   48.52   X-Ray Female Genital Tract
74740   TC   C   0.00    1.99    1.99   0.01   XXX   48.52   X-Ray Female Genital Tract
74740   26   C   0.38    0.14    0.14   0.02   XXX   48.52   X-Ray Female Genital Tract
74742        C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Fallopian Tube
74742   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Fallopian Tube
74742   26   C   0.61    0.23    0.23   0.03   XXX   48.52   X-Ray Fallopian Tube
74775        C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Perineum
74775   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   X-Ray Exam Of Perineum
74775   26   C   0.62    0.23    0.23   0.03   XXX   48.52   X-Ray Exam Of Perineum
75557        C   2.35    6.56    6.56   0.10   XXX   48.52   Cardiac MRI For Morph
75557   TC   C   0.00    5.72    5.72   0.01   XXX   48.52   Cardiac MRI For Morph
75557   26   C   2.35    0.84    0.84   0.09   XXX   48.52   Cardiac MRI For Morph
75559        C   2.95    9.45    9.45   0.11   XXX   48.52   Cardiac MRI W/Stress Img
75559   TC   C   0.00    8.46    8.46   0.02   XXX   48.52   Cardiac MRI W/Stress Img
75559   26   C   2.95    0.99    0.99   0.09   XXX   48.52   Cardiac MRI W/Stress Img
75561        C   2.60    9.11    9.11   0.11   XXX   48.52   Cardiac MRI For Morph W/Dye
75561   TC   C   0.00    8.19    8.19   0.02   XXX   48.52   Cardiac MRI For Morph W/Dye
75561   26   C   2.60    0.92    0.92   0.09   XXX   48.52   Cardiac MRI For Morph W/Dye
75563        C   3.00   10.87   10.87   0.13   XXX   48.52   Card MRI W/Stress Img & Dye
75563   TC   C   0.00    9.81    9.81   0.02   XXX   48.52   Card MRI W/Stress Img & Dye
75563   26   C   3.00    1.06    1.06   0.11   XXX   48.52   Card MRI W/Stress Img & Dye
75565        C   0.25    1.22    1.22   0.01   XXX   48.52   Card MRI Veloc Flow Mapping
75565   TC   C   0.00    1.13    1.13   0.00   XXX   48.52   Card MRI Veloc Flow Mapping
75565   26   C   0.25    0.09    0.09   0.01   XXX   48.52   Card MRI Veloc Flow Mapping
75571        C   0.58    2.33    2.33   0.04   XXX   48.52   Ct Hrt W/O Dye W/Ca Test
75571   TC   C   0.00    2.12    2.12   0.01   XXX   48.52   Ct Hrt W/O Dye W/Ca Test
75571   26   C   0.58    0.21    0.21   0.03   XXX   48.52   Ct Hrt W/O Dye W/Ca Test
75572        C   1.75    5.16    5.16   0.10   XXX   48.52   Ct Hrt W/3D Image
75572   TC   C   0.00    4.53    4.53   0.02   XXX   48.52   Ct Hrt W/3D Image
75572   26   C   1.75    0.63    0.63   0.08   XXX   48.52   Ct Hrt W/3D Image
